review	hours
bad	198.2
If you want to lose your social life BUY IT!	660.1
It's a great game to play, if you love being insulted by raging nerds who blame their teamates every time they get killed.	132.1
Best Game fps :)	1692.7
My favorite game ^^ , i cant stop playing this game . i like all about this game btw i hate when i die. 100/10 must buy	284.2
This game is the best FPS game I ever played	1074.2
A great game that I definitely spend way too much time on, and certainly plan on spending even more time on in the future.	2171.5
As much fun as  your pants and sitting in it.	414.5
Pro's: +Fun gameplay +Guns feel good to shoot +Easy to pickup +Tactical +Excellent multiplayer +Open maps +Good amount of gamemodes Cons: -AI difficulty spikes -Servers dominated by hardcore players -Sniper rifles zoom back in once shot -No visible field of view slider Final Verdict: +Things	19.3
be worse	1108.8
ING AWSOME!!!! :D	1878.6
This game is totally garbage. If you play this game, you are garbage, and you belong in the trash.	171.8
This is definately the best game you can get for $15... Enough said.	1514.2
GGWP buy pls!	661.2
i shot a chicken and it exploded. 10/10	1366.8
good game	1862.1
(   )	562.1
10/10 Ruined my Life	761.6
Im soooo addicted xD	1412.1
It has guns - you shoot guns. Win.	1355.4
HEY YOU! Do you want to learn Russian fast while popping heads with an AK? Then this is your game! 10/10	483.9
Skin addiction	1288.9
Although it is the biggest rage simulator out there, I still keep coming back to this game. Also, the community is rarely friendly but if you don't care about that, then definitely buy this game.	812.2
,       ....  ,                  .    ,   1   .     2-3      !   ....        :       ' '    ,  ''           . ,             ,    !    .....         ! :O :O .  ... ' ', ''        .           B              !     !      !      .            ,  *    .           !!             . ,        ,           . ,          .           ,    .          .              ,        .      ,          AWP             :/	693.3
The third game of the famous Counter-Strike franchise. The graphics in CS:GO are amazing , as well as the gameplay. This version includes more gamemode to play , weapon drops and weapon skinning (making weapon skins for Valve to add by submiting them on CS:GO's workshop.), its also a good way to make some profit for your Steam Wallet. You can do that by simply playing and selling your drops on the Steam Community Market. However if you plan on quiting durring a competetive match , its not recommended. You'll be given a few bans and after that every single quit will lead up to a 7 Day ban. CS:GO is like Counter-Strike combined with Team Fortress 2. It's a title that deserves the money. TL;DR I've invested too much to fall back now.	483.0
The best Counter-Strike after Source!	315.4
Good game.	1532.1
The best Counter-Strike after Source!	315.4
Every-time this game goes on sale something inside of me dies. Thinking ( Here comes more hackers and smurfs ) 494,368 in game right now which is the highest peak it ever reached until now. EDIT : Now its 595,439 Anyway Csgo is a great game. I mean if you don't know any of the counter-strike series thats really bad because you have to, it is the basic fps game out there. In csgo it is even more fun and much more in-depth than Counterstrike:source. More modes more maps, and matchmaking systems and customize-able skins. I'v had a few people who don't know it thinking you buy better weapons with money. Nope all players same weapons just different colors ( Skins ) Thats all But the sad part of the game is having a lot of hackers, everytime it goes on sale = more and more hackers. Well that said you can play a lot of games without encountering one and just having some fair maps. But at ( Competitive ) mode you are most likely to encounter more hackers than you can count because thats the ranked mode in the game. Anyway, My favorite Fps on steam, I Loved Source so much but after getting into Global offensive i dont see myself trying source ever again. Also in this game you get weapon drops after finishing maps ( Random drops ) so you can trade/sell on market and gain some money, I got about 89$ from selling those stuff. good for people who wants to waste all their time on an FPS and still get something out of it.	132.9
Reasons why we lost 2% : The enemy team was better 98% : F*ckin !t	719.5
Although it is the biggest rage simulator out there, I still keep coming back to this game. Also, the community is rarely friendly but if you don't care about that, then definitely buy this game.	812.2
,       ....  ,                  .    ,   1   .     2-3      !   ....        :       ' '    ,  ''           . ,             ,    !    .....         ! :O :O .  ... ' ', ''        .           B              !     !      !      .            ,  *    .           !!             . ,        ,           . ,          .           ,    .          .              ,        .      ,          AWP             :/	693.3
So Counter Strike Global Offensive (CSGO) is the latest revision of the long running Half-Life mod fps. Created by Hidden Path the game is more of a refinement towards modern day military shooters then previous instalments such cs 1.6, cscz and css. This is mainly to allow a more broaden appeal to the masses of COD and Battlefield generation. You see CS generally has always had a very hardcore user base that is highly skilled. You'd be lucky to find yourself top of your first few games as a beginner like you could do in the fore-mentioned rival franchises in competitive multiplayer. How have they achieved this and to what extent it is successful is down to personal preference. The newly included arms race and demolition modes allows for a more fast pace and tightly confined CQC mode that allows the players little to no down time unlike the traditional bomb/defuse or hostage maps that most players are familiar with. For me though these modes are not the real meat of the game and if youre an experienced player these will only be glanced over and served as a side show at before delving into the traditional modes. The inclusion of some new weapons and equipment helps to change up csgo such as the Molotov and allow for different variations of old school tactics. Most of the well know maps are available from the offset and the workshop community is as good as it gets with newly created maps, game types and weapon skins to name but a few. There is the introduction of operation payback whereby a selection of community maps are promoted and available for players for a small fee across the whole of csgo and some of these are a delight to play. So why would you choose this over css for the experienced player. I find that it adheres to the original 1.6 far more closely then css ever did. The aiming is tight and follows the recoil sprays on many of the automatic guys far more closely. There are many updates that valve and hidden path are pushing though, such as spectator mode, competition spectators i.e. Dreamhack, newly released weapon finishes through drops and crate drops and newly revised maps being released mirage and cobble to name but a few. For me the main reason for this instalment above all others if the great competitive mode. Ranked csgo was never really available unless you sign up to a league such as ED, played pcws or cups. Now however with competitive mode 5vs5 ranked games are a blast if not for a few small problems that really need to be ironed out. These include dropped players being replaced by bots, hacking and over watch submissions, uneven rank matches to name but a few. If you though take the game as it meant to be played as a highly skilled social and fun game then the latest version of this simple but vastly complex game will delight you as it has me.	853.3
Been playing for 12 years. I still can't get bored of it. Best shooter ever made.	1383.6
Good game, worth the money.	2436.4
CS: GO stands as a glowing reminder that quality game design is rewarded in longevity and variety. Valve has not only updated the shooter but has completely outclassed its contemporaries. This is Counter-Strike, whatever the format you choose to play it on, and there isn't a higher recommendation than that.	227.6
get good	562.7
Death is a great teacher. Failure in Counter-Strike: Global Offensive is, as it always has been for this series, the greatest way to learn where you should have gone, what you shouldn't have done, and how you could have done better. Counter-Strike players spend a lot of time learning -- consequently, they are always getting better. Growth is an important factor in Global Offensive, especially if you're coming into Counter-Strike fresh or after a sabbatical. This is an extremely hardcore, skill-based first-person shooter, and it forces you to think differently than other modern shooters. If youre a Call of Duty player, youre going to need to change your play style to succeed here. Counter-Strike also tries developing into something new here as well, despite doing little to push itself beyond what its always done best. Global Offensive modifies old maps to keep veterans on their toes, and introduces official new modes that encourage different play styles for the first time in almost 15 years. For the uninitiated, Counter-Strike: Global Offensive is a small-scale, team-based first-person shooter with permanent death. When a counter-terrorist kills a terrorist planting explosives in a classic Defusal match, or a CT escort swallows a sniper round in Hostage Rescue, the victim is dead for good and doesn't respawn until the next round. As such, players on both sides must exercise skill and care. The bomb objective, meanwhile, gives everyone a purpose. Of course matches end when everyone on a team is dead, but a clever and coordinated terrorist team will give the CTs the slip, plant their bomb, and protect the bomb site. Between rounds, everyone spends earned cash on better gear and guns, and the cycle continues. Pieces of the Counter-Strike formula are dated at this point, but the superb heart and soul of Global Offensive is timeless. Teams are small, guns are lethal, and rounds are short. There's an addictive just-one-more-round quality to it, because there's a constant desire to do better than last time, to earn a satisfying kill, or to win in a new way. Call of Duty and Battlefield vets will wonder why they can't sprint to escape enemy fire or look down the iron sights to improve aim; Counter-Strike players will feel like they walked into their redecorated home. Certain map redesigns will catch hardcore fans off guard, but the changes are for the best -- the underpass choke point in de_dust, for instance, has a new escape route. Even in the face of genre evolution, Global Offensive doesnt care to adapt. CSGO is so dedicated to Counter-Strike's aging ideals despite market and trend changes that it brute-forces its way to success. Part of what makes it such an engaging competitive game is that killing in Global Offensive requires a wholly different skill set than other shooters. Everyone is limited to what they have and can see, with little room for character modification or on-the-fly advantages. Running and gunning is a useless play style, even if you've bought a helmet and kevlar that round, to the point that someone standing still is more likely to score the kill. Walking, crouching, or standing are your best bets to reduce the inaccurate spray of machine-gun fire. Consequently, killing in Global Offensive feels good. There's a sickening sensation to dropping someone dead because you know they're not coming back. It's also satisfying knowing you used limited resources to play smarter than your victim. If players aren't watching corners, providing covering fire, or using smoke grenades and flashbangs, they're more likely to take a headshot from a more delicate and patient triggerman. The desire to experience that distinct feeling is a strong motivator to keep playing, even when you're getting steamrolled by an obviously better team. If you've played Counter-Strike before, Global Offensive probably sounds a whole lot like Counter-Strike. Like Counter-Strike: Source before it, Global Offensive exists simply to modernize the look of the classic competitive shooter, while doing little to disrupt the core form and function. At the same time, it does enough to color outside the lines of tradition to justify your time and effort. Fire is one of the most interesting new combat variables. Molotov cocktails and incendiary grenades either roast groups of guys or force them in another direction. Flames are a useful distraction or scare tactic, too. They're particularly useful during Demolition matches, which focus the fight at a single bomb site rather than giving terrorists two to pick between. The new and modified maps in this mode aren't as big as classic Counter-Strike arenas  entire sections have been cut off to direct teams toward a central location  but their thoughtful design is as intricate as ever. The Lake map is a standout -- there's a wide open yet densely populated yard around the bomb site, which is inside a sizable lakeside home with plenty of vantage points and hiding spots. To separate Demolition from Defusal, players can't buy between rounds. Instead, it takes a cue from the other new mode, Arms Race, in which each kill unlocks another weapon instantly. The better you do, the more you have to switch up the way you play, and because Demolition is so fast you'll need to be quick on your feet.	158.2
Whether you're a casual FPS gamer or a very competitive hard-core player, CS:GO is where it's at. A large variety of game modes from frantic action to tactical matches that rely on strategy as heavily as skill give this title plenty of value. There is no single player campaign, though playing with bots is always an option. CS:GO's highly polished gameplay and graphics that look fine without being too flashy let you concentrate on playing a game rather than crazy visuals. It can't be understated that the HUD stays very clean unlike most modern shooters (Battlefield and COD, I'm looking at you!). Unlike previous CS titles, GO includes a weapon drop system similar to DOTA 2 or TF2 but all weapons are skins and merely for aesthetics. You can actually sell your free weapon drops on the Steam market if you're lucky! I've personally made $30 steam bucks so far. For competitive gamers, CS:GO is one of the largest Esports in the world (and THE largest FPS). The DreamHack Winter 2013 tournament featured a prize pool of $250,000! It's easy to get started because there is a great in-game Competitive matchmaker that throws together teams of 5v5. With any internet game, you're going to meet some jerks, but I've had a great experience with the matchmaker and have made a lot of Steam friends that have taught me a lot. Don't be discouraged by the learning curve. With great effort, comes great rewards! Now GO buy it!!	742.7
I speak Russia better then my main language	354.9
11/10 One Of The Best Game I have Played.This is NOT Something like Cod where u go Pew Pew and win the match.here you need TEAMWORK to actually do something.This game is ALL about teamwork.also its an Must Buy!	42.3
Hackers and smurfs are ruining it.	35.7
i (you will too) have encountered so many  moments in my hours of playing this game, yet you can never get bored of it	454.4
I blew up a guy with a HE nade and the corpse went flying into my face 10000/10	232.2
You know you have a problem when you're dropping your life savings into purchasing a digital knife. 10/10 would sell my family into slavery for a butterfly knife	492.5
I once killed someone by throwing a smoke grenade into their head. That was nice.	512.0
94 wins still silver 1. Teams are too good. 10/10 would rage again.	685.6
Best Knife collecting simulator I have purchased 10/10	40.7
Now playing: De_Dust II	112.5
A game that every Steam account must have this.	91.5
Darth Vader and the Empire are building a new, indestructible Death Star. Meanwhile, Han Solo has been imprisoned, and Luke Skywalker has sent R2-D2 and C-3PO to try and free him. Princess Leia - disguised as a bounty hunter - and Chewbacca go along as well. The final battle takes place on the moon of Endor, with its natural inhabitants, the Ewoks, lending a hand to the Rebels. Will Darth Vader and the Dark Side overcome the Rebels and take over the universe? Review paid for by: Monsanto	7.5
i r8 this game 8/8 m8	242.0
11/10 One Of The Best Game I have Played.This is NOT Something like Cod where u go Pew Pew and win the match.here you need TEAMWORK to actually do something.This game is ALL about teamwork.also its an Must Buy!	42.3
I speak Russia better then my main language	354.9
This game cost me 2 girlfriends, $200, a social life and my high school grades. 10/10 would derank again.	836.6
Hackers and smurfs are ruining it.	35.7
Stop putting me with dirty ing Russians who kill you because 'you gave them the bomb' maybe then I'd be happy.	250.1
CRAP SOMEONE BUY THIS FOR ME Really though, I don't have it anymore. It is fun though, shoot guns and be competitive. Get some cool gear and better guns, probably not Pay to Win. Another classic by Valve! 8/10 Note: May ruin your life EDIT: Someone did buy it for me! Thanks Bread!	177.8
it was onsale after i buy it 0/100	146.7
good	733.0
Y O L O	5313.4
This has to be the best Matrix game Ive ever played. The Story: You play as yet another person who was awoken from the Matrix and rescued by a Zion ship. The entire game takes place during a very specific training simulation that every recruit that has to run before he can jack back into the Matrix again. The aim of this simulation is to familiarise the trainee with various weapons he can acquire as well as basic tactics employed by terrorists and counter terrorist forces. In addition, this simulation is good at building a sense of teamwork and trust between the crew and their operator (referred to as Strat Caller). The Gameplay: Of course, as we learned in the movies, most of these training simulations are far from perfect. Some of the code used in it has been written by people with no formal education and the rest was pirated from the Matrix itself. This is cause for many anomalies we can observe within the simulation, but some argue that these glitches help the player get that surreal experience of entering the Matrix after living in the waking world. Most of these are small things like weapon having the wrong magazine size, missing fire selectors, fresh magazines looking empty, wrong ammo types (AKM uses 7.39x30 lolwut?). None of these subtract from the core of this game, however: the tension of being the last one alive and having all eyes on you is addictive. This game is in many ways the opposite of what is sold on todays FPS market. While a lot of people are hyped and praise some developers for discovering the Jetpacks and high movement shooters of the late 90s, this game keep a slower, more tactical pace. The guns have massive amounts of recoil and any sort of movement can throw your accuracy out the window. This places weight on map awareness and positioning more than what you would find in your average FPS game. The learning curve is steep and it doesnt simply boil down to learning recoil patterns. A lot of the time, you can win engagements by simply having better crosshair placement or having better communication then the enemy. Knowing where the enemy is and what gun they are using can easily win you the round even if you are outnumbered. This game also challenges you in a very in-universe way. Sometimes, the game will place Agents on the enemy team which will have all the godlike abilities they have in the movie: they know where you are and they have perfect aim. This can be a frustrating experience for most, but nobody said bringing down an Agent is easy. The Graphics: They are serviceable. Not much to look at here, you can run this on a toaster. Just make sure you stay away from Vsync, you want this game to run at 200+ frames. It's also worth mentioning that this is so far one of the few games that run perfectly on nVidia's Dynamic Super Resolution feature as I haven't encountered any UI scaling issues. The performance impact was negligable for me. The Sound: There is a lot of room for improuvemt here. The guns sound very weak compared to titles like Battlefield 3 and 4. The AK reminds me of a high pressure nail gun. There seems to be a bug when it comes to the sound engine deciding on which channel to play a sound, as people walking to my left sound almost the same as people walking on my right. The final verdict: Grab it on a sale. Its a fun game to play with friends. Its also worth mentioning that it already paid for itself by giving me a bunch of boxes that I sold on the market place. I ended up using the money to buy a bunch of gun, which is also another addicting aspect of this game.	158.1
Don't buy this game. I mean, seriously. Don't. If you do, you'll never leave your room again because it's addictive as fukk.	3478.6
Its great :)	1451.4
- -..... steam......GOCFGO  CS.......V,,, ... .... Counter-Strike: Global Offensive - 1.V 2.....3 ....? Counter-Strike: Global Offensive	1503.9
Best ing rage simulator You get disconnected for something that isn't your fault? No problem, we understand, we'll give you a 7 day ban so that you can get your  straight	542.5
Too many things are wrong in this game,movement is not smooth, awp and deagle are innacurate and not fun to play anymore, p90 and running is , flashes are not efective, nades are not accurate, limited wallbanging and  ammo limitation on M4, maps cluttered with unexpected props and corners to slow you down, certain areas are not wide enough and causes acidental TK on rushes and inability to rush fast as an whole, and the most important, recoil does not allow you to kill multiple enemies in 1 magazine in a short period of time, you are limited to short bursts and take cover, and that removes the ability to clutch rounds which was the most fun aspect in other versions. It prevents good skilled aimers from carrying a team. Also most maps are really bad unbalanced copies of CSS maps, like inferno and train, and people are forced to pay for operation passes to play extra maps in matchmaking. On the other hand there are many improvements in money and weapon balance specially on ecos, and other misc stuff like the GUI, matchmaking and de_nuke balanced, and I would rather play GO with this problems fixed than going back to 1.6 anyday, but at this moment the game is not fun anymore and gameplay is not fully oriented for competitive gameplay. I only play it because nobody plays the other versions anymore, and most people have to eat it up. This game had very low player count before the steam market update since the game was really bad, but after it many people started playing it to earn skins, so most of the players dont care about the game, they just idle for drops and watch streams to know on wich teams to bet on csgolounge, they dont actually care about the game, it is a sad truth and its clear that Hidden Path will never update this game to proper conditions.	1453.4
good 4 quickscopein	338.0
very good game. The best!!!	643.7
eh...its kind of good somtimes.	898.1
Counter Strike is a must have shooter game. It's a highly challenging FPS's that requires a lot of players to relearn certain shooting mechanics, but after the learning curve the game is a lot of fun. The most addicting part of the game is the skins and item boxes. Don't get addicted! LoL.	2161.9
It would be a great game if it weren't for the Russians.	488.3
gr10 b10 m10 i r10 10/10	435.6
Counter-Stroke: Global Aneurysm	123.9
I died and got called a 'ing noob  who should uninstall the game'	1242.9
This game was the best tactical game I had ever played. The community was good, people were mature, sportsmanship was very well presented. But all of that changed when the skins came. The community of Counter Strike that we knew and loved got shattered in an instant. This community is turning into TF2 but instead of hats it is skins. It's a pathetic excuse from valve to build an economy to make more money off of virtual items. Really valve? You are turning this game into TF2 and it's a joke. More immature underage children are playing this game now and I don't like and I am certain that I am not the only one who thinks this way. First off, the community now is a disgrace. You could be playing with someone, become really good friends with them and then they ask for one of your good skins to "borrow". BAM! Skins stolen and your hard work has meant nothing. It increases the scamming within this steam community. Second, the competitive mode is great. It is challenging and very teamwork based, but all that can change with a steam sale. Hackers banned? Well then let's price Counter Strike: Global Offensive to 3.50. Oh boy that was a good idea right? A steam sale on this game is not only hurting us but steam as well. People also buy Counter Strike: Global Offensive on a different account, so that means if you are a low rank in competitive not only are you against a higher rank but you are also at a high chance to lose. It's a complete and utter disaster when it happens. It needs to end. Thirdly, Cases are ridiculous. You literally have a 0.01% chance to get a "Rare special item" (Knife). People waste so much money on cases when at the end of the day it's a "Virtual Item". You could go out and buy a real knife for about 50 at highest while the highest in this game is about 600. The economy is terrible. Community is terrible. Skins are a joke and Steam are probably laughing at you as you go out and waste money on cases. Fourthly and lastly is the, "Hit Detection". This game has a pretty bad hit detection system. Valve could go out and buy 124 tick servers but nope! they go out and be cheapskates and buy 64 tick servers which is god awful. I mean Valve, Come on! You make millions of  and $, why can't you actually just think about your game instead of how much money you take a bath in? This game is great once you get into it and "IF" you find a decent server (124 tick) it is pretty fun. One other thing I forgot to mention is when you play competitive there is a cooldown if you "leave", "Kill a teammate", "Kick too many players" or even if your power cuts during a match, you only have "3 minutes" to return to the match. Abandon the match? Ok sir we give you a 7 day ban. A ban ranges from 30 minutes to 2 hours to 24 hours to finally 7 days. It is a bit unfair the banning system. It is automatic so it cannot be revoked. Please Valve, fix your game and your community before it wrecks itself. 6/10 for Gameplay 2/10 for Skins 3/10 for Community 0/10 for Competitive Cooldown	452.7
Too many smurfs This makes me cry :( Btw this is my smurf account BUT i got a higher rank here so i mostly play here. I just cant rank up on my main because i always meet cheaters and or other smurfers...	58.1
Not globally offensive .	751.1
Massivly played and lots of fun.	2.9
Obama Counterstrike Obama CS hack 1999 Obama CS cheating incident 1999 "Cheatbama" incident true Obama server ban Obama use hacks	9.9
Initially I was very hesitant about this game; it seemed very risky to make so many fundamental changes to a formula that was barely changed through Counter-Strike: Source and Condition Zero. However, seeing how much Valve has listened and continues to listen the community, and how quickly they make changes in both the short and long term, it has completely restored my faith in the game. Counter-Strike: Global Offensive is incredibly fun and feature-rich, with plenty to do for both casual and competitive players. On top of this, there is also plenty of ways to promote and support eSports, which is a much-needed and fundamental step in reinvigorating Counter-Strike in the competitive gaming scene. However, the most important thing with this game is that the community is incredibly nice and friendly - and with a game as difficult and intense as Counter-Strike, it's extremely welcoming. Good stuff!	351.1
Ruined all my friendships and my life completely - 10/10.	952.6
Great true Counter-Strike-like competitive feeling in this latest addition to CS games. It has most of the elements from the older CS games (1.6 and Source) but with updated visuals, weapon skins and stickers, matchmaking system and a goal to unite the two different Counter-Strike communitites: CS1.6 and CSS. This game does that pretty well having a lot of the good old content but still a lot of new stuff to discover. + + Easy to use Matchmaking system. + Updated content (some new weapons that were not in CS1.6 or CSS and new versions of all the classic maps) + Overwatch is a great way to get the community involved in banning cheaters but it's not perfect system (not at all) A lot of important information about the match is not available for overwatchers and in order to get ow you need to win 150 matchmaking games and have a rank at atleast Gold Nova 1. Players on that level are usually not good enough to judge is someone is cheating or not and some more suspicious cases may get more votes on "Evidence beyond reasonable doubt" even when no cheating is involved. + Skins and stickers. These things keep a lot more casual players playing the game and gives the more competitive ones new and exiting content in the game after playing the game for thousands of hours. + Operations that make people play the new maps and all the available official gamemodes makes the game to have more content (operations are usually pretty cheap ~5 containing usually 5 or more maps that can be played on Valves official servers and some kind of scoreboard that keeps track of your matchmaking stats like kills, headshot % and matches won) + Big professional tournamets mainly funded by the community. You buy a certain key to open a weapon case (Esport key in this case is the one that supports electronic sports) and a portion of the money goes towards these tournamets. These big events gather a lot of Counter-Strike people together watching the games and having some great entertainment. When the professional scene does well the game itself attracts more people playing it. + Game gets updated really often compared to many other multiplayer shooters. Sometimes there can be updates every week some of them being quite major. Valve even listens to the community sometimes to make the game even better and more enjoyable. (Obviously they want to hear what the pros have to say about the current state of the game) - - Lots of hackers playing in the higher rankings in matchmaking. As Valve killed boosting in its known form most cheaters are just the one who want get to those highest ranks. Still some boosting appears to be seen even tho it doesn't work like that anymore. - Matchmaking system is quite broken. Rankings don't show the true skill and ability to play as a team but it still serves the purpose. MM being 64 tick is the main problem or atleast thats what the community says when it comes to the system itself. Most players would still pick hackers over low tickrate if it was about matchmaking as whole. The problem around this is that to be able to get any advantage of 128 tick your game needs to run at atleast that 128 fps (not exatly but close to it) and according to Valve greatly over half of the players have an average fps of 30 or less. Thats not enough to get any advantage of high tickrate servers. Another proble with matchmaking is that sometimes it puts higher ranks against lower ones which is not equal at all and usually results in a slaughter of either side. Balance just sometimes isn't there. - Bad behaviour among many players makes some matchmaking games really feel like you'd like to punch somebody. People that refuse to use teamwork or communicate are even worse than bad behaving ones when you want/need to win games. - Valve has a weird way of updating something (like buffing a weapon) without any testing if it will actually work like it was supposed to. This has lead to CZ-75, AUG buff, the insane Tec-9 buff and a lot more weird but sometimes even funny updates. Still a little bit of testing on the field wouldn't hurt anyone. All in all I would totally recommend this game for everyone! Even if it may seem difficult at first you can only get better by learning and playing. For me it has been quite 4.5/5 experience so far so if you have the will give it a go!	1542.3
Money maker 10/10	317.3
THE BEST LANGUAGE LEARNING TOOL ON THE INTERNET. LEARN TO SPEAK SPANISH, RUSSIAN, AND PORTUGUESE FOR THE LOW LOW PRICE OF YOUR SELF-ESTEEM AND FAITH IN OTHERS GET THIS GAME	251.2
Very addictive and Adorable skins make it worth playing ! Also good for making friends around the world :P ( except some ) :P	944.1
I love this game Gameplay 10/10 Graphics 10/10 Audio 10/10 (If there's no Russians around) Knives in your cases 0/10 Ticks 64/128 The best competitive shooter at the moment	1470.8
Score above you : hacker Score below you : noob anchor 10/10 "global counter : skin simulator"	994.5
Modern version of Counterstrike. Ok. I liked to play CS 1.6 with some friends sometimes, was never really competitive, but this game allows for that if it's you're thing. Story: X (is there one? I haven't played it.) Gameplay: 10/10 Presentation: 9/10 (Could be battlefield.) Soundtrack: 9/10 (good not great, not repetitive like it could be.) Replayability: 8/10 (not as free as other games, but still competitive etc.)	238.5
this game is bad	1053.9
Standart Counter-Strike, with altered graphics. Added a lot of trash on the cards, machine, drums, and more. In some maps, the light falls so that it becomes impossible to watch. Physics has become even more disgusting. Particularly noticeable shooting Deagle. Played since closed beta test, nothing has changed after the release, with the exception of a couple of buttons on top (Show matches, Achievements, Inventory) Fairly well made selection matches conveniently find any game on the official server with good ping. (As there is not official server). In general, play nice, if you spend a lot of time to learn how to shoot. Overall CS and should be such for a given time. 9/10	712.1
Best!	2469.6
This game is very funny, you can kill chickens and your mates, and then spam "Thank You" in voice chat.	1205.7
Pew Pew Pew O_O	234.5
this game makes me question my sexuality	154.6
I don't really like this game but somehow I played over 500 hours :/	634.6
Good half, guys! Well played!	648.8
Modern version of Counterstrike. Ok. I liked to play CS 1.6 with some friends sometimes, was never really competitive, but this game allows for that if it's you're thing. Story: X (is there one? I haven't played it.) Gameplay: 10/10 Presentation: 9/10 (Could be battlefield.) Soundtrack: 9/10 (good not great, not repetitive like it could be.) Replayability: 8/10 (not as free as other games, but still competitive etc.)	238.5
Score above you : hacker Score below you : noob anchor 10/10 "global counter : skin simulator"	994.5
Meet Russian People Simulator 2012. 10/10, best played with a glass of vodka.	101.4
I love this game Gameplay 10/10 Graphics 10/10 Audio 10/10 (If there's no Russians around) Knives in your cases 0/10 Ticks 64/128 The best competitive shooter at the moment	1470.8
Pew Pew Pew O_O	234.5
Killed a counter-terrorist guy with a flashbang to the face. 11/10.	805.1
Skin Buying Simulator	1020.0
You either die as a noob or live long enough to get called a hacker.	521.3
You can kill chickens, with over 50 weapons. 10/10	400.1
CS:GO is probably one of the best multiplayer shooters out there, it offers such great gameplay and wide variety of gamemodes and maps to choose from. Counter-Strike has been around since 1999, and has grown since then. CS:GO may not please every 1.6 fan, but it has a lot to offer to the Counter-Strike scene. It has official competitive matchmaking, and supports the eSports scene of Counter-Strike. Most Counter-Strike major tournaments are hosted by GOTV and other sources like Twitch (which you can find on the main menu). It offers a ton of new gamemodes you made of heard before like "Arms Race," (AKA Gun Game) and "Deathmatch," (A all out Free-for-all). These gamemodes make Counter-Strike more friendlier to the casual players of the game. The old gamemodes are back in the modes Casual and Competitive. Casual is mostly for pub servers because it offers a more casual experience to the standard Counter-Strike gametypes like de_ (Bomb defusal) and cs_ (Hostage rescue) by turning off team-killing, always buy the essential equipment like Defusal kits and head armor. In the Competitive gamemode, it brings out the standard Counter-Strike competitively accepted settings. (some are modified like: Bomb time not being 35 seconds and instead being 45) This gamemode is for people who want to queue up with their friends and have a serious match with other players in competitive. Team-killing is allowed and many other hardcore settings to please the competitive audience. You might say to yourself,	1224.6
Spent over $150 on cases & keys trying to get a knife got a ton of mp7 skulls 10/10	355.9
The latest installment in	990.5
's	256.2
series brings us great, addicting gameplay, a colourful, alive world in a game that combines great mechanics, with great performance. It is my	101.4
most played game, soon to become the first. The item drop system is similar to the one in	13.6
. At the end of a match you may or may not receive an item. A skin, a weapon case, you never know ! The best way to play, is to play competitively. The game has a Matchmaking system, that finds you a nearby server to play on, with 9 other players to fill your 5v5 match. This is where you have to play good, where you have to win. After your first few matches, you will be given a Skill Group. That, is your rank. It's based on your K / D ratio, and the amount of wins and consecutive wins you've had in previous matches. The Matchmaking system's job is to match you with players of your level. If you don't wanna play serious, though, you can still hop in the thousands of servers with random stuff! Deathrun, Zombie Survival, Deathmatch, you name it! It's still tons of fun. But the real deal is in Competitive. So, what are you waiting for? GET IT !	521.3
'Counter-Strike: Global Offensive' is an online multiplayer FPS shooter made by Valve. With the hours I've spent within this game I can confidently state that those hours were not wasted. This game offers more weapons, an item system, new maps, improved graphics and incredibly improved content from 'Counter-Strike: Source'. The game can be ran on non-up to date systems due to its adjustable graphics settings which will also allow the user to enhance the graphics. I can confirm that the game runs smoothly and is not jumpy which prooves how good of an engine the game has. Pros: - Smooth FPS - Incredible graphics for a Source Game - Balanced PvP - Item drops (makes the game that much more worth playing) - Wide variety of maps (+dlc) - Good players are rewarded within certain game modes - Players that leave during a competitive match are dealt with correctly Cons: - The Weapons and hipfire take a-lot of time to master (if not played a source game before) - Match Making Server System in the Competitive mode sometimes has one team where the majority of the players have a much higher ping (avg 100+) - Demo's sometimes (90% of the time) don't play correctly and are jumpy Overall I give the game 9/10 and highly recommend this game.	400.1
Meet Russian People Simulator 2012. 10/10, best played with a glass of vodka.	1881.2
Pew Pew Pew. Must have.	1224.6
You either die as a noob or live long enough to get called a hacker.	1145.5
One of the best multiplayer games ever made, hands down. It always makes me come back for more. Teamkilled my best friend with a grenade too! 10/10	647.2
-Plays 500 Hours Of Game -Lands first place 7/8ths of competitive matches played. -Still Is Silver 10/10, Would Play Again.	628.6
GG	1062.6
2,494,504 gamers have this game, so i guess something must be good about it	1145.5
Day: 2,435 Still have not seen the light or eaten anything with nutritional value... I have purely been eating junk food and soda. I pee with a tube and a bottle taped to my Genitals, I also am sitting on my toilet 24/7. I have never gotten up from it nor will I ever do that... I have not showered in days EVEN IF it is five feet away from me. I have recently just gotten out of silver 1... hope I can put this on my college application... if I ever decide to go back to finish the 9th grade and so on and so forth. To make this long story short... 10/10 would buy 100x. P.S. I wasted most of my welfare on cases! :D HELP!	813.8
