
% Generated on Wednesday, 15. April 2015 01:53AM
% This ARFF file for The_Elder_Scrolls_V is for use with trying out machine learning algorithms
% on the bag-of-words representation of the reviews only.
@relation reviewer_experience
@attribute review string
@attribute experience numeric

@data
"like far cry 3, without guns.",109.9
"skyrim is known as one of the best games since it has won over 200 awards. not a lot of people remember the original elder scrolls but they dont remember/know how good the original elder scrolls are. this comes to skyrim, a very long game. if you buy the offical prime guide there is 1134 pages, no joke its real. you play as a prisioner that by luck escape from a dragon who destryoed the town ur in. the game is like a medival time scenery. you can literally do watever you want, even kill someone for no reason but youdo get a bounty from the nearest city which is not very fun considering if theres 5 guards fighting you. since this game is extremelly long, only like 2% from all systems actually beat this game 100% and they may have around 2,000 to 6,000 hours, yes its that dam long. so hope you enjoy this game and remember, pickpocket,kill,and rob everyone (just kidding, dont do it unless you want skill points)",318.1
"wow, i cant believe i never reviewed this game. its good. its a really good game.",127.1
"best money ive spent in a steam sale. best offline/singleplayer game ever. im dragon born, and im a ing werewolf.",26.4
"all i can say is that this game is mind blowing :d 10/10",170.8
"best game ever, with the ap mod and few of the best individual standalone female followers *wink* *wink*, everything is possible",86.3
"ing  game absolute crap waste of 2000 oh wait chuck testa",305.1
"this ones a favorite of mine. a legend we all know and love...",3091.8
"probably the best open-world rpg out there. definitely one of my all-time favourite games. the replayability is superb and the modding community is highly active, which makes it easy to play the game the way you want to play it. for me the modding experience has been the greatest aspect of the game. you can easily make the game graphics look like up to date games (as long as you have a decent graphics card). the atmosphere in the game and the way the game feels alive is something that will keep amaze you throughout the game. it really feels like a living world, even though you will stumble upon bad or awkward npc movements and behaviour (but mods can help fix this). the music and voice acting is as good as it can get. if you like rpgs there are no reasons why you shouldnt own this game already. 10/10.",233.2
"i cant remember the main storyline all i remember are chicks with huge t*ts lightsabers and gandalf firing nukes. then it was supposed to be about dragons. right?",259.8
"just look at my hours. yes i like skyrim",1140.9
"its like skyrim with skyrim.",5.2
"like change from ur bad cod shooter? try this out... you will love it",199.1
"i spent a bit of time in this game played around for a bit. learned some new tricks. must say from my other tes games i have played, this is by far the most fun. i still play morrowind and oblivion to this day. steam is no where near the actual hours i have spent in those other games, now as for skyrim. would i recommend this game to anyone? yes i would. and why would i do that. well for starters, its mod friendly, and i do mean friendly. once you get a mod sorter to help with errors and mismatches and putting them in a proper loading order, this game becomes more than just skyrim. it becomes a life of its own. with player created content this game could live on, and get better every year, not with the devs help but by the modding community. if this was a game dev tycoon game, it would get that 11/10 rating. its just that good, so good infact that i deleted my 2012 review and completely redid it. even right now, i watch youtube videos on mods to get my game to that next level. i even wiped clean my current skyrim to get ready for a realistic game play this time around, i wanted everything fresh and clean as i piled mods on to make my game better. this will take me a couple days to get ready but once i jump in. ill be gone for a while. some games are just so good, you go wow. whats next. all i can say is, thanks bethesda i hope fallout 4 is as good or better than skyrim. you got some big shoes to fill now. until then skyrim, morrowind, oblivion, teso, new vegas, fallout 3 will be getting a lot of my time. more so skyrim though hehehe oh yea buy skyrim!!! you will never regret it ever! we now bring you back to your normal programing, arrow to the knee special",328.3
"ahh yes the elder scrolls v was a very good game for the rpg style gameplay like fallout games with customizing your character the gameplay is amazing the storyline is that your a prisoner that you could give him or her a name is up to you how u want to make your character look like. +++gameplay and graphics +++weapons and spells +++good voice acting +++soundtrack if you like a rpg game like the elder scroll this game is for you",9.0
"skyrim a world filled with so much snow youre would think your on hoth",503.4
"i dont even know where to start,.. best.ing.game.eveeeeeeeer.:d 11/10",60.5
"well to start all the elder scroll games are really just horrible to watch unless you have already played them and can understand them while watching. and despite the fact that the game doesnt look very action packed once you get into you are in great battles were you need to use tactics and smarts along with some skill to beat them, in the start yes all it is is run here hit him 2 times and bam he is dead, but as you reach lets say lvl 10 (maybe a half and hour of running around caves, not even) you end up having to use tactics not on your right trigger or mouse. along with the amazing combat there are 1000s of quests which all have there own detailed back story, and there are also 4 guilds, 3 branches, and 1 main line which each have there own detailed rich and emotional back story that is as i describe it like a book, where every mission is like a cliff hanger and once you finally find a break point, its 7 hours later and you just did like 20 quests. then the treasures, the goal to become rich beyond everyone sucks you in where you need to steal from everyone to increase your coin purse by only 500 gold sucks you in till the point where you end up murdering a whole city for there stuff. plus there is a huge world covered in towns and mining camps and caves that you can explore when ever you would like to filled with magical treasures and plot twists. and finally every player can create a character that they see them selves as training skills and grinding levels(which is the only game i have enjoyed grinding levels on) s you personalize your character to be the amazing hero you wish you could be.",8.2
"dragon appears in town, all the town guards, follower and i start attacking it, shout at dragon, hit guard accidentally with shout, all guards turn on me, get killed by guards. 10/10",129.3
"get the game, there is no good reason why you shouldnt do. well i lie there is one the ui is designed for a gamepad, but you can mod it to something better, and you will want to.",174.2
"gr9 b9 m9 i r9 9/9",153.4
"legendary elder scrolls series that made a huge investment in rpg and pc games comes with new world. slay dragons, grow stronger, become a hero or a destroyer of the world. big open world with beautiful landscapes and lot of places of interest. get you sword and explore all you see.",338.2
"i used to be a bethesda dev working on skyrim. i tried to make sleeping a meaningful mechanic, as player recover as they sleep. i also designed cool dream themed menus with deep proverbs while opposing factions may try to assassinate you while you sleep in late-game. i geniunely believed this would be very immersive, a neat break from the flow for players to think and plan their character. todd howard, however, was not as pleased. he calls me out during a meeting, belittles me in front of our coworkers and calls me dreamboy. the whole company now makes fun out of me and calls me dreamboy. i got demoted, but i kept working. i thought about how to make the passing of in-game time more meaningful. the dragon apocalypse happens on day 50 and the aldmeri dominion invades on day 100. this would immerse the player in a sense of heroism and danger. when i go to the toilet after finishing these changes... todd finds me and repeatedly punches me in the liver and solar plexus while calling my son an autistic r*tard. i got demoted to janitors closet now. i still tried to make the best of it and kept working hard. i made it so that npcs from the opposing faction are hostile, and you have to sneak or disguise yourself if you want to do business in solitude as a stormcloak, for example. to me, this would make the game intense and real. i come home later that day and found my wife crying in the living room, and when i asked whats wrong, she said that a man approached our son at school and asked him if its hard to be a r*tard with a f*g dad. although i should have stopped at this point, i felt like it was still my duty to make this game as good as possible. i wanted to include an optional hardcore mode like in new vegas - i believed this would immerse players as it would make food and taverns meaningful. later that night when i took out the trash, someone throws a bag over my head. i hear people laughing and making fun out of me as someone is stomping on me. then suddenly, after taking kicks and punches for a long time, someone pulls the bag off me. i felt a wet finger pressing against my anal. i hear todds voice saying, is that hardcore enough for you, dreamboy? no one talks to me at work and my old friends act like i dont exist. i give this game a 7/10 because i had to install a bunch of mods to make up for all the scrapped content. it is, however, a great game to waste time in, if thats what youre looking for.",271.8
"i punched a chicken and then got my  kicked by an unarmed woman",100.4
"if you dont own this game i feel sorry for you",113.7
"one of the best ever rpgs",102.7
"do you wish you could live in another world? well now you can. you never have to come back to the real one, i promise. its much safer here. 11/3.8",216.3
"my favorite rpg. if you like role playing games with a  ton of customization play this game",129.8
"ill admit, at first when i heard of the game it didnt seem as interesting, thought it would be like the rest that claims to be epic when its not. but over time i saw my friends play it, and when i looked it up for a voicepak project i was working on, i was wrong... the game was something i was actually expecting in a game: no ending point, full customization, the ability to fight in 1st person with any weapon, outstanding music, ability to make potions, armor, weapons and food like in mmo games, and a great storyline with many branching quests. all in single player! i never got the dlc yet, but i can already tell itll make the game worth every cent its worth! too addicting. even the mods make the game fun. never gets old with a character with wings. especially if killed by a giant! (flying in the air always cracks me up. xp) screw the 10/10 rating, and even the 20/10 rating... it deserves the 50/10 rating!! best rpg game ever on steam!",963.9
"i have over 100 hours in this game, and i have only done three quests from main story line... so many things to explore to care about main quest...",332.3
"this game is good.",194.2
"really great game! another bethesda game that i am happy with have it for xbox and when i came out i spended atleast 200 hours into the game doing everything you could look for random quest, easter eggs, bugs etc etc ----------------------------------------------------------------------------------------------------------------- now to raiting gameplay: can be sometimes buggy ai stops attacking or it randomly goes ctd(crash to desktop) but overall the gameplay is amazing and i giving it a 9/10 ------------ crafting: the crafting system is really great in this game easy to learn and so only sad part is that in oblivion the crafting system could be a bit more tricky :d which made the game a bit harder then what skyrims crafting is 9/10 ------------ skills and perks: this is a great feture for the role play games like this one uppgrade heavy armor light armor one handed two handed and so can sometimes be a little bit over powered when you have 100 on something like heavy armor... you become like a god the enemys hardly damage you :/ 8/10 ------------ visuals: the game is very grey which is really bad in oblivion the game was more colorfull but in skyrim its almost just grey everything citeis like whiterun is like a dead zone nothing lives there or anything :( 4/10 ------------ modding: this is probably the best thing in this game... modding allows you to mod the crap out of your game and make it look like a new game just with the new engine bethesda is using im mostly using visuals mod in the moment but im soon moving over to cities to make them have more life 10/10 ------------ overall the game is really great and with mods you can have alot of fun in this game there is like tons of things in this game but i cant say everything :d play it to get your own feeling of the game. then post your recomendation :d rating: 40/100",252.5
"the elder scrolls v skyrim is an open world role-playing game developed by bethesda game studios and published by bethesda softworks in 2011 the game takes place in the nordic lands of skyrim where the character must defeat the legendary dragon alduin who according to prophecy will devour the world. the player can also become part of the imperial legion or the layers of the storm, parties that are under civil war. this game has several different stories going on at once in a huge world. skyrim allows more than 100 hours of gameplay doing different things. it has a great replay value and looks very good for a rpg. also it has lots of mods. the game is not linear, the player can explore the vast world choosing to meet goals . you can also get mates who attend to fight with you and deal with several creatures of nature that get in your way and the dragons that alduin revive . the graphics engine called creation engine improved graphics and interface level when compared with elders scrolls iv oblivion. it is a game that even those who enjoy other genres find more entertaining. skyrim takes us into a different world, like when you watch  the lord of the rings . the combat system is also improved compared to other bethesda games like the excelent fallout 3. skyrim sold over seven million copies in its first week and was the best rpg of 2011 . the game was released for pc , ps3 and xbox 360. although the minimum requirements are lower, a quad core pc processor , 4gb of ram and a powerful graphics card with 1gb of video ram is recommended. ------------------------------------------------------------------------------------------------------------------------------------------------- espaol ------------------------------------------------------------------------------------------------------------------------------------------------- the elder scrolls v: skyrim es un videojuego de rol de mundo abierto desarrollado por bethesda game studios y publicado por bethesda softworks en 2011 el juego tiene lugar en las tierras nrdicas de skyrim donde el personaje debe derrotar al legendario dragn alduin quien segn la profeca devorar al mundo. el jugador adems puede convertirse a la legin imperial o a los capas de la tormenta que estn en guerra civil. de esta forma el juego posee varias historias diferentes que ocurren al mismo tiempo en un mundo enorme a disposicin del jugador. el juego permite jugar tranquilamente 100 horas haciendo cosas diferentes. tiene una gran rejugabilidad. el juego no es lineal, el jugador puede recorrer el extenso mundo eligiendo que metas cumplir. adems puede conseguir acompaantes que lo asistan. tambin puede enfrentarse a los seres de la naturaleza que se encuentren en su camino y a los dragones que alduin revive. el motor grfico llamado creation engine mejor el nivel grfico y la interfaz si lo comparamos con el oblivion. es un juego que hasta los que disfrutan ms de otros gneros encontrarn entretenido. skyrim nos sumerge en un mundo distinto, como cuando uno mira el seor de los anillos. el sistema de combate tambin est mejorado con respecto a otros juegos de bethesda como el excelente fallout 3. vendi mas de siete millones de copias en su primera semana y fue el mejor juego de rol del 2011. el juego se lanz para pc, ps3 y xbox 360. aunque los requisitos mnimos son mas bajos, en pc se recomienda un procesador quad core , 4gb de ram y una tarjeta grfica poderosa con 1 gb de ram de video.",30.0
"pretty good xd",1.0
"jumping from 100 feet with a horse --- horse dies . i survived . 10/10",28.5
"an accurate representation of finns. you run thorugh snowy wastelands, shouting at everything and drink all the time.",284.2
"one of the best games that i have ever played.",150.5
"vanilla skyrim is a decent game. when modded with skyrim nexus, it become comes a superb game. for any skyrim fan whos never modded thier game with nexus mods, i cant recommend it enough.",1062.4
"10/10 horse mechanics.",40.2
"this game literally has",7.0
"possibilities. best money ive ever spent and one of the most popular rpg products out there.",11.5
"jesus christ...i love this game. im not even into rpgs and yet i adore skyrim. the story is about the return of dragons to skyrim. alduin, the leader of this...dragon clan...plans on destroying the entire world. yknow, your usual elder scrolls story. if you want to know even more about the lore, theres always the books lying around the land of skyrim. the gameplay is simplified from oblivion. theres your swords, axes, etc, but they dont break like they did in oblivion. same applies for everything except magical items; the magic wears off. the combat is actually pretty fun, and i can recall many stories of my adventures in skyrim. and those adventures multiply by the thousands when you get all the expansions. i got everything via the elder scrolls anthology, which i recommend that you buy if youve never played tes in your life. and man, is this game extremely well optimized! i have a ridiculously low-end pc capable of running the game at 30 fps. i was amazed myself. i do have a few problems with this game though. one, its too bloody good, and two, it will take all the time in your life away. my summary? just get this game and the expansions if you havent already. this game is that bloody good.",42.1
"finished the game in 5 hours using the console 10/9",11.9
"altho i just started the game for a while, i already find the game fun and interesting. especially with all kind of mods out there. i love games with quests! this game has plenty of them!!",195.1
"sooo goood for exploring :)",4.5
"love it! :3",381.8
"doge would think this game is cool. 11/10",18.6
"after 300 hours u getting bored but very good game 10/10",420.0
"sex position simulator with dragon toys and magic. 8/10",155.4
"godly. glorious. majestic. perfection. merged together all in one.",394.9
"just buy it! end of review.",32.7
"great game! 0/10!",14.0
"perfect for action, a very good game that has astonishing adventure, dragons, draugr, and entertainment all in one.",327.5
"only 3 words can describe this game: fus ro daaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaah",140.4
"man,this game man..is ...well..incredible and amazing,this game here is just..worth buying and playing!,the enviormenthe quest the items the story.9/10 why 9/10? why not 10/10,well because what i sometime dont like is that when you kill a king he wont die..no matter what you do..and..the mods is just incredible! highly recomendation! good job bethesda!",16.0
"skyrim is just.... skyrim? xd",168.5
"very good and even better whit all dlc :) 9.5 / 10",124.1
"fus-ro-dah!!! enough said.",970.1
"after i stopped regularly playing games on the ps2 years ago, i was lucky i could sit down for more than 15 minutes at a time with any game at all. this game shattered that trend entirely and left me glued to my computer desk for days. theres just so much to do and discover that skyrim always leaves you wanting more. with a seemingly endless supply of adventure, skills, and battle, those easily sidetracked can find themselves a dozen or more hours into the game before ever killing their first dragon in the story quests should they feel so inclined to dally. even once the story is complete, there is still a tremendous content that can be accessed. when all is said and done, you can always play through with a new character for a different experience thanks to the huge collection of skills, perks, and equipment to compliment whichever race you choose. between the main quest line, the massive world, the extensive list of sidequests and dungeons, game expansion content, and a huge list of mods to choose from, theres something for nearly everyone.",141.8
"shouted at a dragon and it died. 10/10 would shout again",186.4
"this game is awesome",26.5
"10/10",14.6
"yell at dragons 10/10",32.1
"how can you not love this game. you can literally play it forever dont get me started o the mods :p mods make pc skyrim the best ever and cane enhance gameplay and make it last so much longer",404.6
"skyrim is one of the best editions to this epic series. its open world and non restrictive play style, help it to be a favorite to many gamers. it lets you choose the way you play by not making you pick a class, and not making you use certain weapons and armor. the fun of this game just gets better with both dlcs. with them, you can ride dragons, and build your own house. skyrim is amazing and limitless, its definitly worth the price.",43.6
"skyrim has and always will be the best.",299.1
"amazing.",1169.0
"400 hours have gone by over the past 3 years, yet this game still drags me in, why?! over 600 quests completed, many of which include the never-ending radiant quests, and ive been loving every second of it! the latest installment to the tes legacy is not just a game, it is a way of life. you dont just run around killing things, there is a strategy to every thrust, a consequence to every cast and a reward far beyond that of your regular games, a reward that you know youre actually making a difference and youre being a part of it all, as this splendid world comes to life! now if that alone isnt enough, the modding support for the game will blow your mind away! ive literally transformed the game from a crysis 2 (whose graphics fidelity was splendid mind you) to that of a wannabe crysis 3 with jaw-dropping reality, shading, aa and lod tweaks. the possibilities are endless, and if youre anything like me youll probably spend 100 hours on modding alone! i really couldnt recommend any other game that is more deserving of being played than skyrim, so do yourself a favour and pick it up asap!",234.3
"fus ro draah, is, sometime dangerous for people on a wagon. please give me my brow, i need to catch a.. drangon that is a poem by undrif dangrul. hi my name is dr.steve brule, can you tell? how do you catch a animal? why dont you just keep reading you dungul! people of all over the earth has played skryrim, thats a lot! i went to my compruter to try if for my self. lets check it out. you can yell and fight and talk in the game, but who cares?. i know all of the shouting in all of the world called skryrim... told you! only cool guys like me can fight as good as me in the game. the game looks good, its not that bad anyway. 10/10 for your helath.",89.8
"totally recommend! one of the best games ever! :d",105.0
"had it console, got bored after 300 hours, got it on pc now i have an infinite time waster due to mods, this games gunna ruin my life...",113.5
"this game is like another world. the atmosphere is perfect, combat flawless, and graphics astonishing. along with workshop addons it doesnt get much better than this.",29.7
"skyrim is one of the best gaming experiences of this generation, if only for the amazing array of mods that have been produced for it. do yourself a favor; take the time to mod this game, you wont regret it.",153.3
"clearly one of my favorite games :d",102.6
"hoard massive amounts of cabbage. 10/10 would buy again",226.4
"ruined my non existent life. but i love it lewl",38.9
"the way it is with all bethseda games: beautiful world, great setting, short main storyline, interesting side story, many many sidequests, much to see and much to do - the other side of the coin? bugs - bugs everywhere. glitchin through objects and gettin stuck - npcs glitchin around, quests not starting, some quests become stuck and cant be completed, random ctds and so on - thanks to the community, there are unofficial patches for the game and the dlcs and boy, they are needed - bestheda, one question - what would you do, without the community that loves your games? let me answer that question for you - you would be out of business in 6 months. and for the enhanced game experience, go get yourself a lot of mods. but be careful of the random ctds.",899.1
"now i have a girl playing skyrim with me. i love her, i love myself and i love skyrim. well both be adventurers.",584.0
"i punched a child in the face and nobody even batted an eyelid. however, i stole a tomato and the whole city tried to kill me... 10/10",132.6
"within an hour of starting skyrim, id decided this was the pinnacle of the elder scrolls series; 144 hours in, im not so sure anymore. there are diminishing returns in the game as the quests become sparse and your character becomes an unkillable god that can strike enemies down with a single blow. morrowind for all its flaws felt so much larger and more open somehow. maybe im just older or maybe all the locations and journal entries and achievements arent quite the same as being forced to roam a giant world and make your way with no knowledge of what was to come or what was left. regardless, its still one of the greatest games of all-time and i dont think anyone will consider their time wasted after they wander the hills and mountains of skyrim.",354.4
"mods make everything more fun :p",132.2
"possibly the most time consuming game i have ever played, and that isnt a bad thing :d",54.5
"while oblivion in the original game better and made with much more care than skyrim but mods are what make the game making the ropey vanilla visuals to crysis-level graphics,improve the gameplay,add items,add stories,add maps,add quests,add characters,skins,weapons anything is possible! 10/10!",453.3
"one phrase....while the game is already awesome i found that a mod here or there really made the game alot more enjoyable.that is until i went crazy with the mods and i had like 50 mods installed and the game still did not lag..anyway its an amazing game.i suggest it to anyone who likes to use a sword,sneak up on people and shoot them with a bow in their  or if you like magic",4.6
"a bear killed a dragon. 11/10",54.0
"this game rocks. an rpg that is totally explorable. it is so big you get lost in it",741.4
"this game is never ending, it will take over your whole life. dont even bother getting the dlc, because it will just pull you in even more. till one day you wake up to see a dragon hovering over you.",55.4
"an absolutely wonderful timesink. first time ive played a game in this series, so i can vouch for its accesibility, and the mods available for this game allow for a truly varied experience from person to person. it is a first person action medieval warfare game where you go on quests in an open world. easily one of the best games of the last few years. all of the dlc is a little overpriced - getting the legendary edition is the way to go, but dragonborn is worth $10 or so, dawnguard about $5, and hearthfire only about $2.50. all of them warrant a look if you enjoy the game, though.",236.3
"great game , great history , live another life , be another hero , be a villain , you choose !!! the most important part of this game for me was the history , that u can modify every moment. divine parts of the game that make me love it , and one of them was the end of main history that makes u feel complete with yourself . some npcs are dumb , but others are really smart that makes the game equilibrated . every choose can have different reactions . this is art in pixels , this is skyrim .",94.3
"beautilful, unique, and charming... skyrim provides better experience of this rpg open-world series. beside the main quest and radiant sidequest which can surprise you in different events. pretty genuis scripts and storyline lead you to new places, new conflicts, and dragons as random encounter. the level system is not new, but it has improvement and design. places are full of mysteries, activites, and npcs, lifefull indeed. smithing and enchanting are deep and impact to your combat as magics and shouts are balanced and provide new tactics. i could say im in love with this fifth series. even some people may face with minor bugs (for me, it just minor graphic bugs now.) inventory system is hard to track (fix by using skyrim ui mod) and problem in ai direction. all i say it just common thing in this kind of game which cant interrupt you from amazing experience. totally worthy in every dollar/baht you paid. whatever you are fan of series or not. try once in your owned. :)",458.1
"this game is truly amazing. it is worth every penny. this game has mod support, and there are thousands of mods out there, that make this game never get boring. this is a must buy.",119.2
"i have never loved a game or played a game as much as skyrim. it is by far the best game that has ever been made and will give you an almost endless amount of content and fun.",24.3
"this game has like 500+ hours to play. a giant open world and a feeling, that reminds me of lord of the rings makes this game to one of the best at its genre.",290.5
"wonderful game with an extremely complex and inspiring storyline, hundreds of things to keep you going all day, and a huge fanbase with tonnes of mods to choose from. recommended strongly.",172.2
"amazing action-packed game, really recommend this game. though i have only played 33 hrs on the pc, i have played more on consoles. five stars. :)",35.1
"this is absolutely the best fantasy game ive ever played!",153.7
"fus ro dah!!!",144.1
"much gud. very not suck. such reccomendation. bui tis gem.",56.2
"if there was a option to recommend to someone to buy a game straight away and say it would be a must have in their libary, it would be this game. just buy it.",35.7
"vanilla skyrim is great and all, but download some mods that overhaul graphics, combat, ai, difficulty and atmosphere along with some new quests to play through and its almost like a completely different game and youll have one hell of a time playing it.",76.4
"one of the greatest games of all time. truely a masterpiece.",161.7
"best game ever!!!! :d i could play this for several hours without stop! (as a matter of fact i already did! :p )",329.1
"during my first run through skyrim, i played as an argonian battle mage. i know this seems strange, but things were going well. when i played the main quest diplomatic immunity and i went to the thalmor embassy, i forgot armor. i was a naked argonian, fighting mages who used frost spells... as you can imagine i was unable to continue, and i had no saves before i gave my gear to malborn (i also forgot i was a werewolf lel). this frustrated me to the point where i was up late one night, contemplating of greater things, my final decision was to delete my character forever. i was crushed that this was the only way, so i had a huge falling out with skyrim, i started playing other games, such as call of duty. call of duty was filling the whole in my emotional roof that skyrim had left, but there was still a leak. i realized that skyrim was always there for me, through thick and thin, we were a team. thats when i rushed to the store, bought a new copy of skyrim for myself, and 50 others to give out to strangers on the street. now i am a happy man, do yourself a favor, buy this game, and buy a second copy to give to your future spouse, so when you inevitably divorce them to be with skyrim, they too can have a copy to love and cherish. happy thanksgiving everyone!",73.7
"in this game ye get tae stab people",182.4
"<3",103.5
"i have enjoyed this game for years on console, only to be blow away by the community support and mods this game supports. a purchase i wont regret.",51.1
"man is it atmospheric! keep your eye on the clock, because the hours will slip away. my only qualms in an otherwise incredible game: - can get repetitive as most interiors are generally the same just rearranged - little variation in voice dialogue. - the difficulty settings handicap the player rather than make the ai more skillful or strategic. would have loved: - greater ability to change the story/gameplay based on the decisions you make/dont make. icing on the cake: - the score. its become one of my all time favourite sountracks. 8/10",170.4
"skeerim. da numbah 1 rpg post 2010 of all post 2010 teim. morrowpoop was better oblividerp was different daggerwaytobigofamap was different and better arena stunk. if ya want a gud rpg, go get the quest - [and its all 15 additional content thingez] on da mobile. is gud. skyrim is derpy. the shadows are terribad. the voices are repetetive. the detail up close is horride w/o mods. the trees are ugly w/o mods. the water is absolutly ugggly, and more so at long range cuz it starts 2 flow in 2 different directions bcuz of how they optimized it and its gross. the modding community consists of 3 types of catagories. 1 derp 2 an actually kind of gr8 mod 3 nude mods yet, this game is beautiful. go bei it, mod it out, run it at ultra, and take a hike up a mountain. yeah, i beat its boring main quest. but what do i do now? well i accidentally deleted my save for my main quest completeted character. so now i make my character a god with the console and look at pretty stuff. yus is fun. go get yus",76.0
"enjoyed this game way too much!",319.2
"dont get me wrong, skyrim is great, an epic rpg fantasy game. but i gotta say, im a huge fan of the elder scroll series, and this one just dont give me that elder scrolls feeling, i can surely tell theres a good amount of people who played this and never even heard of oblivion. go play oblivion and then go back to this and you will know what youve missed. good game, but nothinig compared to oblivion, or morrowind! still a great game. 8/10",51.0
"probably one of the greatest rpg games you will play. get it because of this and also because workshop and nexus",163.0
"this is a game that i always seem to be able to get back into after years of playing. after making the switch from console to pc, it was one of the first games i wanted to buy again. it has great replay value. though it is a little buggy from time to time, the glitches often just make me laugh and are easily fixable if they get in the way of gameplay (with the use of some commands). i can waste hours just messing around or actually play the game seriously, and that it the beauty of most open-world games. overall a great game.",98.7
"no one should have to convince you to get skyrim, you should already have skyrim.",65.8
"best game ever for rpg",202.5
"awesome game, love it.",27.5
"while oblivion in the original game better and made with much more care than skyrim but mods are what make the game making the ropey vanilla visuals to crysis-level graphics,improve the gameplay,add items,add stories,add maps,add quests,add characters,skins,weapons anything is possible! 10/10!",453.3
"one phrase....while the game is already awesome i found that a mod here or there really made the game alot more enjoyable.that is until i went crazy with the mods and i had like 50 mods installed and the game still did not lag..anyway its an amazing game.i suggest it to anyone who likes to use a sword,sneak up on people and shoot them with a bow in their  or if you like magic",4.6
"a bear killed a dragon. 11/10",54.0
"this game rocks. an rpg that is totally explorable. it is so big you get lost in it",741.4
"this game is never ending, it will take over your whole life. dont even bother getting the dlc, because it will just pull you in even more. till one day you wake up to see a dragon hovering over you.",55.4
"an absolutely wonderful timesink. first time ive played a game in this series, so i can vouch for its accesibility, and the mods available for this game allow for a truly varied experience from person to person. it is a first person action medieval warfare game where you go on quests in an open world. easily one of the best games of the last few years. all of the dlc is a little overpriced - getting the legendary edition is the way to go, but dragonborn is worth $10 or so, dawnguard about $5, and hearthfire only about $2.50. all of them warrant a look if you enjoy the game, though.",236.3
"best game evar !",24.6
"this game doesnt even need a review, its absolutely beautiful and amazing.",74.9
"ah, skyrim, what a wonderful game. time and time again i have found myself returning to the snowy, beautiful landscape that is this games portrayal of tamriel, each time making a new character, and finding new ways to play. what can i say about this game? a lot, actually. first of all, the game looks astounding. the dark feel creates an atmosphere like none other, but it somehow remains silly with all of the bugs never fixed (im looking at you, movement approximation.) the enemies are unique, not so much in their abilities, but in their style. in the open landscapes youll find necromancers and wolves, but in dungeons and caves youll draugr (the equivalent of zombies), skeletons, and sometimes machines made by the ancient race called the dwemer. things like this make environments special and interestingly varied. the one complaint i have with the beauty is that the great mountains you can see in the distance throughout your travels arent always so spectacular. when trying to traverse the countryside, the mountains usually just get in the way. travelling around them is the easiest option, but by using the aforementioned bugs you can run up vertical slopes and clear them, if not entirely easily. the elder scrolls series is praised for its customization, and skyrim offers the same amount as any other. each type of weapon has its own skill tree, and cambining certain powers can make the game exceedingly fun. an assassin is not limited to blades, oh no. there is a school of magic that can aid in sneaking, and can come in handy when difficult situations present themselves. or, you can be a battleaxe weilding mage if you so desire, using conjuration and alteration magic can grant defense and weapons without the toll on your inventory that real armor takes. more examples exist, and playing the game can reveal them. quests are more fun in this game than most others i feel. while in many rpgs quests are there just for the sake of having them, skyrim was built around them. bethesda got voice actors to record lines for dozens of questlines, and the quests themselves consist of more than kill that thing, or get that other thing. they have plots and unique impacts on the world. making them much more substancial feeling than those of, say, quest of dungeons quests, which are essentially fetch quests. skyrim is not a perfect game by any stretch of the imagination, but whether youre looking for an rpg to get involved in, or just a time waster, this game has something to satisfy everone. 87/100 buy it, dumbutt.",170.8
"wonderful game with an extremely complex and inspiring storyline, hundreds of things to keep you going all day, and a huge fanbase with tonnes of mods to choose from. recommended strongly.",172.2
"amazing action-packed game, really recommend this game. though i have only played 33 hrs on the pc, i have played more on consoles. five stars. :)",35.1
"this is absolutely the best fantasy game ive ever played!",153.7
"best game ever 10/10",22.8
"i got to have sex with a little bunny after killing it several times and after resurrecting it, and killed it again",184.8
"skyrim is the rpg you have allways wanted. no class systom, just make your own play style. fun and awesome quest. be a badass dovakin dragon slayer.",105.7
